application_id,feature,shap_value,abs_shap,direction,rank,prediction,approval_probability
LP001310,Dependents_1,0.17011183500289917,0.17011183500289917,supports_approval,7,1,0.9741448760032654
LP001310,Dependents_2,-0.12512946128845215,0.12512946128845215,supports_decline,9,1,0.9741448760032654
LP001310,Dependents_3+,-0.03044629655778408,0.03044629655778408,supports_decline,16,1,0.9741448760032654
LP001310,Education_Graduate,0.05834312364459038,0.05834312364459038,supports_approval,13,1,0.9741448760032654
LP001310,Education_Not Graduate,0.003735508304089308,0.003735508304089308,supports_approval,22,1,0.9741448760032654
LP001310,Self_Employed_No,0.06446859240531921,0.06446859240531921,supports_approval,11,1,0.9741448760032654
LP001310,Self_Employed_Yes,0.0043594250455498695,0.0043594250455498695,supports_approval,21,1,0.9741448760032654
LP001310,Property_Area_Rural,0.06394542008638382,0.06394542008638382,supports_approval,12,1,0.9741448760032654
LP001310,Property_Area_Semiurban,0.8039683699607849,0.8039683699607849,supports_approval,2,1,0.9741448760032654
LP001310,Property_Area_Urban,0.05508698895573616,0.05508698895573616,supports_approval,14,1,0.9741448760032654
LP001316,ApplicantIncome,-0.4812718629837036,0.4812718629837036,supports_decline,5,1,0.986636221408844
LP001316,CoapplicantIncome,1.0601849555969238,1.0601849555969238,supports_approval,1,1,0.986636221408844
LP001316,LoanAmount,0.3706575632095337,0.3706575632095337,supports_approval,6,1,0.986636221408844
LP001316,Loan_Amount_Term,0.0054330178536474705,0.0054330178536474705,supports_approval,19,1,0.986636221408844
LP001316,Credit_History,0.6362518668174744,0.6362518668174744,supports_approval,4,1,0.986636221408844
LP001316,Total_Income,0.6804266571998596,0.6804266571998596,supports_approval,3,1,0.986636221408844
LP001316,DTI,0.08072599768638611,0.08072599768638611,supports_approval,9,1,0.986636221408844
LP001316,Gender_Female,-0.014268176630139351,0.014268176630139351,supports_decline,17,1,0.986636221408844
LP001316,Gender_Male,-0.007306584157049656,0.007306584157049656,supports_decline,18,1,0.986636221408844
LP001316,Married_No,-0.02315537817776203,0.02315537817776203,supports_decline,15,1,0.986636221408844
LP001316,Married_Yes,0.00043364070006646216,0.00043364070006646216,supports_approval,22,1,0.986636221408844
LP001316,Dependents_0,0.020851561799645424,0.020851561799645424,supports_approval,16,1,0.986636221408844
LP001316,Dependents_1,0.20830625295639038,0.20830625295639038,supports_approval,7,1,0.986636221408844
LP001316,Dependents_2,-0.07779067009687424,0.07779067009687424,supports_decline,10,1,0.986636221408844
LP001316,Dependents_3+,-0.02865237556397915,0.02865237556397915,supports_decline,14,1,0.986636221408844
LP001316,Education_Graduate,0.14309480786323547,0.14309480786323547,supports_approval,8,1,0.986636221408844
LP001316,Education_Not Graduate,0.004062409978359938,0.004062409978359938,supports_approval,20,1,0.986636221408844
LP001316,Self_Employed_No,0.04509424418210983,0.04509424418210983,supports_approval,12,1,0.986636221408844
LP001316,Self_Employed_Yes,0.0025421048048883677,0.0025421048048883677,supports_approval,21,1,0.986636221408844
LP001316,Property_Area_Rural,0.07285095006227493,0.07285095006227493,supports_approval,11,1,0.986636221408844
LP001316,Property_Area_Semiurban,0.7801541686058044,0.7801541686058044,supports_approval,2,1,0.986636221408844
LP001316,Property_Area_Urban,0.045029446482658386,0.045029446482658386,supports_approval,13,1,0.986636221408844
LP001318,ApplicantIncome,0.7848359942436218,0.7848359942436218,supports_approval,3,1,0.9951476454734802
LP001318,CoapplicantIncome,1.4778263568878174,1.4778263568878174,supports_approval,1,1,0.9951476454734802
LP001318,LoanAmount,-0.36619070172309875,0.36619070172309875,supports_decline,9,1,0.9951476454734802
LP001318,Loan_Amount_Term,0.5367182493209839,0.5367182493209839,supports_approval,6,1,0.9951476454734802
LP001318,Credit_History,0.5339862704277039,0.5339862704277039,supports_approval,7,1,0.9951476454734802
LP001318,Total_Income,-0.8153221607208252,0.8153221607208252,supports_decline,2,1,0.9951476454734802
LP001318,DTI,0.5055249929428101,0.5055249929428101,supports_approval,8,1,0.9951476454734802
LP001318,Gender_Female,-0.012936325743794441,0.012936325743794441,supports_decline,18,1,0.9951476454734802
LP001318,Gender_Male,-0.00684910686686635,0.00684910686686635,supports_decline,19,1,0.9951476454734802
LP001318,Married_No,0.02622991055250168,0.02622991055250168,supports_approval,15,1,0.9951476454734802
LP001318,Married_Yes,0.004472213797271252,0.004472213797271252,supports_approval,22,1,0.9951476454734802
LP001318,Dependents_0,0.08241678774356842,0.08241678774356842,supports_approval,13,1,0.9951476454734802
LP001318,Dependents_1,0.2242615818977356,0.2242615818977356,supports_approval,10,1,0.9951476454734802
LP001318,Dependents_2,0.6975160837173462,0.6975160837173462,supports_approval,4,1,0.9951476454734802
LP001318,Dependents_3+,-0.02546560950577259,0.02546560950577259,supports_decline,16,1,0.9951476454734802
LP001318,Education_Graduate,0.0822417140007019,0.0822417140007019,supports_approval,14,1,0.9951476454734802
LP001318,Education_Not Graduate,0.005473948549479246,0.005473948549479246,supports_approval,21,1,0.9951476454734802
LP001318,Self_Employed_No,0.08514229208230972,0.08514229208230972,supports_approval,12,1,0.9951476454734802
LP001318,Self_Employed_Yes,0.006559593137353659,0.006559593137353659,supports_approval,20,1,0.9951476454734802
LP001318,Property_Area_Rural,0.11340239644050598,0.11340239644050598,supports_approval,11,1,0.9951476454734802
LP001318,Property_Area_Semiurban,0.5808745622634888,0.5808745622634888,supports_approval,5,1,0.9951476454734802
LP001318,Property_Area_Urban,0.024620069190859795,0.024620069190859795,supports_approval,17,1,0.9951476454734802
LP001319,ApplicantIncome,-0.5313563942909241,0.5313563942909241,supports_decline,4,1,0.9654410481452942
LP001319,CoapplicantIncome,1.2536728382110596,1.2536728382110596,supports_approval,1,1,0.9654410481452942
LP001319,LoanAmount,0.5116056799888611,0.5116056799888611,supports_approval,5,1,0.9654410481452942
LP001319,Loan_Amount_Term,-0.015971552580595016,0.015971552580595016,supports_decline,19,1,0.9654410481452942
LP001319,Credit_History,0.6166231036186218,0.6166231036186218,supports_approval,2,1,0.9654410481452942
LP001319,Total_Income,0.42348217964172363,0.42348217964172363,supports_approval,6,1,0.9654410481452942
LP001319,DTI,0.3388475477695465,0.3388475477695465,supports_approval,8,1,0.9654410481452942
LP001319,Gender_Female,-0.03966153413057327,0.03966153413057327,supports_decline,13,1,0.9654410481452942
LP001319,Gender_Male,-0.009979354217648506,0.009979354217648506,supports_decline,20,1,0.9654410481452942
LP001319,Married_No,-0.033767469227313995,0.033767469227313995,supports_decline,16,1,0.9654410481452942
LP001319,Married_Yes,-0.0008826751727610826,0.0008826751727610826,supports_decline,22,1,0.9654410481452942
LP001319,Dependents_0,0.03813719004392624,0.03813719004392624,supports_approval,15,1,0.9654410481452942
LP001319,Dependents_1,0.09153223037719727,0.09153223037719727,supports_approval,11,1,0.9654410481452942
LP001319,Dependents_2,0.5593248009681702,0.5593248009681702,supports_approval,3,1,0.9654410481452942
LP001319,Dependents_3+,-0.0202871635556221,0.0202871635556221,supports_decline,18,1,0.9654410481452942
LP001319,Education_Graduate,-0.40497827529907227,0.40497827529907227,supports_decline,7,1,0.9654410481452942
LP001319,Education_Not Graduate,-0.02455771528184414,0.02455771528184414,supports_decline,17,1,0.9654410481452942
LP001319,Self_Employed_No,0.03819448873400688,0.03819448873400688,supports_approval,14,1,0.9654410481452942
LP001319,Self_Employed_Yes,0.0009984965436160564,0.0009984965436160564,supports_approval,21,1,0.9654410481452942
LP001319,Property_Area_Rural,0.129068523645401,0.129068523645401,supports_approval,10,1,0.9654410481452942
LP001319,Property_Area_Semiurban,-0.3186814486980438,0.3186814486980438,supports_decline,9,1,0.9654410481452942
LP001319,Property_Area_Urban,-0.04954204335808754,0.04954204335808754,supports_decline,12,1,0.9654410481452942
LP001322,ApplicantIncome,-0.37431350350379944,0.37431350350379944,supports_decline,5,1,0.8960367441177368
LP001322,CoapplicantIncome,-0.9652529954910278,0.9652529954910278,supports_decline,1,1,0.8960367441177368
LP001322,LoanAmount,0.2523082196712494,0.2523082196712494,supports_approval,6,1,0.8960367441177368
LP001322,Loan_Amount_Term,0.004459892399609089,0.004459892399609089,supports_approval,22,1,0.8960367441177368
LP001322,Credit_History,0.6046473979949951,0.6046473979949951,supports_approval,3,1,0.8960367441177368
LP001322,Total_Income,0.5295295119285583,0.5295295119285583,supports_approval,4,1,0.8960367441177368
LP001322,DTI,0.041594211012125015,0.041594211012125015,supports_approval,14,1,0.8960367441177368
LP001322,Gender_Female,-0.03546397387981415,0.03546397387981415,supports_decline,15,1,0.8960367441177368
LP001322,Gender_Male,-0.009766102768480778,0.009766102768480778,supports_decline,20,1,0.8960367441177368
LP001322,Married_No,-0.05114951729774475,0.05114951729774475,supports_decline,12,1,0.8960367441177368
LP001322,Married_Yes,-0.01024771761149168,0.01024771761149168,supports_decline,19,1,0.8960367441177368
LP001322,Dependents_0,-0.01801598258316517,0.01801598258316517,supports_decline,16,1,0.8960367441177368
LP001322,Dependents_1,0.1396593153476715,0.1396593153476715,supports_approval,8,1,0.8960367441177368
LP001322,Dependents_2,-0.04926062375307083,0.04926062375307083,supports_decline,13,1,0.8960367441177368
LP001322,Dependents_3+,-0.012697177939116955,0.012697177939116955,supports_decline,18,1,0.8960367441177368
LP001322,Education_Graduate,0.16365113854408264,0.16365113854408264,supports_approval,7,1,0.8960367441177368
LP001322,Education_Not Graduate,0.013785330578684807,0.013785330578684807,supports_approval,17,1,0.8960367441177368
LP001322,Self_Employed_No,0.09537631273269653,0.09537631273269653,supports_approval,9,1,0.8960367441177368
LP001322,Self_Employed_Yes,0.006256130523979664,0.006256130523979664,supports_approval,21,1,0.8960367441177368
LP001322,Property_Area_Rural,0.07640666514635086,0.07640666514635086,supports_approval,10,1,0.8960367441177368
LP001322,Property_Area_Semiurban,0.9105098247528076,0.9105098247528076,supports_approval,2,1,0.8960367441177368
LP001322,Property_Area_Urban,0.06383249908685684,0.06383249908685684,supports_approval,11,1,0.8960367441177368
LP001325,ApplicantIncome,-0.30899614095687866,0.30899614095687866,supports_decline,9,1,0.9574568867683411
LP001325,CoapplicantIncome,-1.0473346710205078,1.0473346710205078,supports_decline,2,1,0.9574568867683411
LP001325,LoanAmount,0.76287841796875,0.76287841796875,supports_approval,4,1,0.9574568867683411
LP001325,Loan_Amount_Term,0.47168245911598206,0.47168245911598206,supports_approval,8,1,0.9574568867683411
LP001325,Credit_History,0.5298821926116943,0.5298821926116943,supports_approval,6,1,0.9574568867683411
LP001325,Total_Income,1.0965458154678345,1.0965458154678345,supports_approval,1,1,0.9574568867683411
LP001325,DTI,0.5175539255142212,0.5175539255142212,supports_approval,7,1,0.9574568867683411
LP001325,Gender_Female,-0.07702014595270157,0.07702014595270157,supports_decline,13,1,0.9574568867683411
LP001325,Gender_Male,-0.016267694532871246,0.016267694532871246,supports_decline,19,1,0.9574568867683411
LP001325,Married_No,-0.06399043649435043,0.06399043649435043,supports_decline,15,1,0.9574568867683411
LP001325,Married_Yes,-0.009783705696463585,0.009783705696463585,supports_decline,20,1,0.9574568867683411
LP001325,Dependents_0,-0.05726897343993187,0.05726897343993187,supports_decline,17,1,0.9574568867683411
LP001325,Dependents_1,0.09402533620595932,0.09402533620595932,supports_approval,10,1,0.9574568867683411
LP001325,Dependents_2,-0.045641470700502396,0.045641470700502396,supports_decline,18,1,0.9574568867683411
LP001325,Dependents_3+,-0.0028864298947155476,0.0028864298947155476,supports_decline,22,1,0.9574568867683411
LP001325,Education_Graduate,-0.6473779082298279,0.6473779082298279,supports_decline,5,1,0.9574568867683411
LP001325,Education_Not Graduate,-0.06190028786659241,0.06190028786659241,supports_decline,16,1,0.9574568867683411
LP001325,Self_Employed_No,0.0834529846906662,0.0834529846906662,supports_approval,11,1,0.9574568867683411
LP001325,Self_Employed_Yes,0.006968772038817406,0.006968772038817406,supports_approval,21,1,0.9574568867683411
LP001325,Property_Area_Rural,0.07888711243867874,0.07888711243867874,supports_approval,12,1,0.9574568867683411
LP001325,Property_Area_Semiurban,0.9681302309036255,0.9681302309036255,supports_approval,3,1,0.9574568867683411
LP001325,Property_Area_Urban,0.06412798911333084,0.06412798911333084,supports_approval,14,1,0.9574568867683411
LP001326,ApplicantIncome,0.9569301605224609,0.9569301605224609,supports_approval,1,0,0.4863963723182678
LP001326,CoapplicantIncome,-0.8325658440589905,0.8325658440589905,supports_decline,3,0,0.4863963723182678
LP001326,LoanAmount,0.1631391942501068,0.1631391942501068,supports_approval,8,0,0.4863963723182678
LP001326,Loan_Amount_Term,-0.03388644754886627,0.03388644754886627,supports_decline,14,0,0.4863963723182678
LP001326,Credit_History,0.5574007630348206,0.5574007630348206,supports_approval,4,0,0.4863963723182678
LP001326,Total_Income,-0.9020727276802063,0.9020727276802063,supports_decline,2,0,0.4863963723182678
LP001326,DTI,-0.002240001456812024,0.002240001456812024,supports_decline,22,0,0.4863963723182678
LP001326,Gender_Female,-0.06264141201972961,0.06264141201972961,supports_decline,12,0,0.4863963723182678
LP001326,Gender_Male,-0.017653485760092735,0.017653485760092735,supports_decline,18,0,0.4863963723182678
LP001326,Married_No,0.011554140597581863,0.011554140597581863,supports_approval,19,0,0.4863963723182678
LP001326,Married_Yes,0.005909977480769157,0.005909977480769157,supports_approval,21,0,0.4863963723182678
LP001326,Dependents_0,-0.23215001821517944,0.23215001821517944,supports_decline,6,0,0.4863963723182678
LP001326,Dependents_1,0.03202984109520912,0.03202984109520912,supports_approval,15,0,0.4863963723182678
LP001326,Dependents_2,-0.12950114905834198,0.12950114905834198,supports_decline,9,0,0.4863963723182678
LP001326,Dependents_3+,-0.057374969124794006,0.057374969124794006,supports_decline,13,0,0.4863963723182678
LP001326,Education_Graduate,0.19379174709320068,0.19379174709320068,supports_approval,7,0,0.4863963723182678
LP001326,Education_Not Graduate,0.018780987709760666,0.018780987709760666,supports_approval,17,0,0.4863963723182678
LP001326,Self_Employed_No,-0.03170745074748993,0.03170745074748993,supports_decline,16,0,0.4863963723182678
LP001326,Self_Employed_Yes,-0.008350064978003502,0.008350064978003502,supports_decline,20,0,0.4863963723182678
LP001326,Property_Area_Rural,0.11654328554868698,0.11654328554868698,supports_approval,10,0,0.4863963723182678
LP001326,Property_Area_Semiurban,-0.50248122215271,0.50248122215271,supports_decline,5,0,0.4863963723182678
LP001326,Property_Area_Urban,-0.07597710192203522,0.07597710192203522,supports_decline,11,0,0.4863963723182678
LP001327,ApplicantIncome,-0.4818543791770935,0.4818543791770935,supports_decline,4,1,0.9782000184059143
LP001327,CoapplicantIncome,1.0778499841690063,1.0778499841690063,supports_approval,1,1,0.9782000184059143
LP001327,LoanAmount,0.3076266348361969,0.3076266348361969,supports_approval,5,1,0.9782000184059143
LP001327,Loan_Amount_Term,0.010104527696967125,0.010104527696967125,supports_approval,17,1,0.9782000184059143
LP001327,Credit_History,0.6079103350639343,0.6079103350639343,supports_approval,3,1,0.9782000184059143
LP001327,Total_Income,0.17194032669067383,0.17194032669067383,supports_approval,7,1,0.9782000184059143
LP001327,DTI,0.00962422788143158,0.00962422788143158,supports_approval,19,1,0.9782000184059143
LP001327,Gender_Female,0.03865890949964523,0.03865890949964523,supports_approval,12,1,0.9782000184059143
LP001327,Gender_Male,0.010226916521787643,0.010226916521787643,supports_approval,16,1,0.9782000184059143
LP001327,Married_No,0.023935629054903984,0.023935629054903984,supports_approval,14,1,0.9782000184059143
LP001327,Married_Yes,0.007876466028392315,0.007876466028392315,supports_approval,20,1,0.9782000184059143
LP001327,Dependents_0,0.011437946930527687,0.011437946930527687,supports_approval,15,1,0.9782000184059143
LP001327,Dependents_1,0.1964516043663025,0.1964516043663025,supports_approval,6,1,0.9782000184059143
LP001327,Dependents_2,-0.07995544373989105,0.07995544373989105,supports_decline,11,1,0.9782000184059143
LP001327,Dependents_3+,-0.009931393899023533,0.009931393899023533,supports_decline,18,1,0.9782000184059143
LP001327,Education_Graduate,0.1318259984254837,0.1318259984254837,supports_approval,8,1,0.9782000184059143
LP001327,Education_Not Graduate,0.0019164402037858963,0.0019164402037858963,supports_approval,22,1,0.9782000184059143
LP001327,Self_Employed_No,0.08625766634941101,0.08625766634941101,supports_approval,10,1,0.9782000184059143
LP001327,Self_Employed_Yes,0.0025421048048883677,0.0025421048048883677,supports_approval,21,1,0.9782000184059143
LP001327,Property_Area_Rural,0.10437511652708054,0.10437511652708054,supports_approval,9,1,0.9782000184059143
LP001327,Property_Area_Semiurban,0.7674431204795837,0.7674431204795837,supports_approval,2,1,0.9782000184059143
LP001327,Property_Area_Urban,0.02944444678723812,0.02944444678723812,supports_approval,13,1,0.9782000184059143
LP001333,ApplicantIncome,-1.232130765914917,1.232130765914917,supports_decline,2,1,0.9949827194213867
LP001333,CoapplicantIncome,0.31601640582084656,0.31601640582084656,supports_approval,6,1,0.9949827194213867
LP001333,LoanAmount,0.6208224296569824,0.6208224296569824,supports_approval,5,1,0.9949827194213867
LP001333,Loan_Amount_Term,0.02018480934202671,0.02018480934202671,supports_approval,18,1,0.9949827194213867
LP001333,Credit_History,0.6824840903282166,0.6824840903282166,supports_approval,4,1,0.9949827194213867
LP001333,Total_Income,2.483430862426758,2.483430862426758,supports_approval,1,1,0.9949827194213867
LP001333,DTI,0.16050532460212708,0.16050532460212708,supports_approval,8,1,0.9949827194213867
LP001333,Gender_Female,-0.02264801412820816,0.02264801412820816,supports_decline,17,1,0.9949827194213867
LP001333,Gender_Male,-0.015308885835111141,0.015308885835111141,supports_decline,19,1,0.9949827194213867
LP001333,Married_No,0.2547125518321991,0.2547125518321991,supports_approval,7,1,0.9949827194213867
LP001333,Married_Yes,0.04152812063694,0.04152812063694,supports_approval,16,1,0.9949827194213867
LP001333,Dependents_0,-0.053218066692352295,0.053218066692352295,supports_decline,14,1,0.9949827194213867
LP001333,Dependents_1,0.1075495257973671,0.1075495257973671,supports_approval,11,1,0.9949827194213867
LP001333,Dependents_2,-0.044386591762304306,0.044386591762304306,supports_decline,15,1,0.9949827194213867
LP001333,Dependents_3+,-0.014994997531175613,0.014994997531175613,supports_decline,20,1,0.9949827194213867
LP001333,Education_Graduate,0.131404846906662,0.131404846906662,supports_approval,9,1,0.9949827194213867
LP001333,Education_Not Graduate,0.009243510663509369,0.009243510663509369,supports_approval,21,1,0.9949827194213867
LP001333,Self_Employed_No,0.07194776833057404,0.07194776833057404,supports_approval,12,1,0.9949827194213867
LP001333,Self_Employed_Yes,0.00658528134226799,0.00658528134226799,supports_approval,22,1,0.9949827194213867
LP001333,Property_Area_Rural,0.10899829864501953,0.10899829864501953,supports_approval,10,1,0.9949827194213867
LP001333,Property_Area_Semiurban,0.8206974267959595,0.8206974267959595,supports_approval,3,1,0.9949827194213867
LP001333,Property_Area_Urban,0.05833108723163605,0.05833108723163605,supports_approval,13,1,0.9949827194213867
LP001334,ApplicantIncome,-0.3120630085468292,0.3120630085468292,supports_decline,8,1,0.8546375632286072
LP001334,CoapplicantIncome,-1.0981048345565796,1.0981048345565796,supports_decline,1,1,0.8546375632286072
LP001334,LoanAmount,0.40342435240745544,0.40342435240745544,supports_approval,6,1,0.8546375632286072
LP001334,Loan_Amount_Term,0.3641709089279175,0.3641709089279175,supports_approval,7,1,0.8546375632286072
LP001334,Credit_History,0.5575394034385681,0.5575394034385681,supports_approval,4,1,0.8546375632286072
LP001334,Total_Income,0.4774373471736908,0.4774373471736908,supports_approval,5,1,0.8546375632286072
LP001334,DTI,-0.05658521503210068,0.05658521503210068,supports_decline,14,1,0.8546375632286072
LP001334,Gender_Female,-0.03359441086649895,0.03359441086649895,supports_decline,17,1,0.8546375632286072
LP001334,Gender_Male,-0.003925517667084932,0.003925517667084932,supports_decline,21,1,0.8546375632286072
LP001334,Married_No,0.09141963720321655,0.09141963720321655,supports_approval,10,1,0.8546375632286072
LP001334,Married_Yes,0.016045279800891876,0.016045279800891876,supports_approval,18,1,0.8546375632286072
LP001334,Dependents_0,-0.005307252984493971,0.005307252984493971,supports_decline,20,1,0.8546375632286072
LP001334,Dependents_1,0.08626696467399597,0.08626696467399597,supports_approval,12,1,0.8546375632286072
LP001334,Dependents_2,-0.048696890473365784,0.048696890473365784,supports_decline,16,1,0.8546375632286072
LP001334,Dependents_3+,-0.0012034006649628282,0.0012034006649628282,supports_decline,22,1,0.8546375632286072
LP001334,Education_Graduate,-0.5927882790565491,0.5927882790565491,supports_decline,3,1,0.8546375632286072
LP001334,Education_Not Graduate,-0.04978886991739273,0.04978886991739273,supports_decline,15,1,0.8546375632286072
LP001334,Self_Employed_No,0.09187273681163788,0.09187273681163788,supports_approval,9,1,0.8546375632286072
LP001334,Self_Employed_Yes,0.006639620289206505,0.006639620289206505,supports_approval,19,1,0.8546375632286072
LP001334,Property_Area_Rural,0.07468943297863007,0.07468943297863007,supports_approval,13,1,0.8546375632286072
LP001334,Property_Area_Semiurban,0.9389411211013794,0.9389411211013794,supports_approval,2,1,0.8546375632286072
LP001334,Property_Area_Urban,0.08696319907903671,0.08696319907903671,supports_approval,11,1,0.8546375632286072
LP001343,ApplicantIncome,-2.2668774127960205,2.2668774127960205,supports_decline,1,1,0.9531139135360718
LP001343,CoapplicantIncome,1.5639207363128662,1.5639207363128662,supports_approval,2,1,0.9531139135360718
LP001343,LoanAmount,0.32159775495529175,0.32159775495529175,supports_approval,6,1,0.9531139135360718
LP001343,Loan_Amount_Term,0.0034071423579007387,0.0034071423579007387,supports_approval,22,1,0.9531139135360718
LP001343,Credit_History,0.6316383481025696,0.6316383481025696,supports_approval,5,1,0.9531139135360718
LP001343,Total_Income,0.6659612655639648,0.6659612655639648,supports_approval,4,1,0.9531139135360718
LP001343,DTI,0.07194824516773224,0.07194824516773224,supports_approval,10,1,0.9531139135360718
LP001343,Gender_Female,-0.014729328453540802,0.014729328453540802,supports_decline,17,1,0.9531139135360718
LP001343,Gender_Male,-0.011910666711628437,0.011910666711628437,supports_decline,18,1,0.9531139135360718
LP001343,Married_No,0.01847565546631813,0.01847565546631813,supports_approval,15,1,0.9531139135360718
LP001343,Married_Yes,0.007876466028392315,0.007876466028392315,supports_approval,19,1,0.9531139135360718
LP001343,Dependents_0,0.028524911031126976,0.028524911031126976,supports_approval,14,1,0.9531139135360718
LP001343,Dependents_1,0.1923884153366089,0.1923884153366089,supports_approval,7,1,0.9531139135360718
LP001343,Dependents_2,-0.07726946473121643,0.07726946473121643,supports_decline,9,1,0.9531139135360718
LP001343,Dependents_3+,-0.014977345243096352,0.014977345243096352,supports_decline,16,1,0.9531139135360718
LP001343,Education_Graduate,0.1360584944486618,0.1360584944486618,supports_approval,8,1,0.9531139135360718
LP001343,Education_Not Graduate,0.004062409978359938,0.004062409978359938,supports_approval,20,1,0.9531139135360718
LP001343,Self_Employed_No,0.05282244086265564,0.05282244086265564,supports_approval,12,1,0.9531139135360718
LP001343,Self_Employed_Yes,0.0039241742342710495,0.0039241742342710495,supports_approval,21,1,0.9531139135360718
LP001343,Property_Area_Rural,0.05406871438026428,0.05406871438026428,supports_approval,11,1,0.9531139135360718
LP001343,Property_Area_Semiurban,0.817493200302124,0.817493200302124,supports_approval,3,1,0.9531139135360718
LP001343,Property_Area_Urban,0.04551222175359726,0.04551222175359726,supports_approval,13,1,0.9531139135360718
LP001345,ApplicantIncome,-0.3823956549167633,0.3823956549167633,supports_decline,6,1,0.954675018787384
LP001345,CoapplicantIncome,1.6347596645355225,1.6347596645355225,supports_approval,1,1,0.954675018787384
LP001345,LoanAmount,0.10505847632884979,0.10505847632884979,supports_approval,12,1,0.954675018787384
LP001345,Loan_Amount_Term,0.3585931658744812,0.3585931658744812,supports_approval,7,1,0.954675018787384
LP001345,Credit_History,0.5321758389472961,0.5321758389472961,supports_approval,4,1,0.954675018787384
LP001345,Total_Income,-0.6402061581611633,0.6402061581611633,supports_decline,3,1,0.954675018787384
LP001345,DTI,0.27773842215538025,0.27773842215538025,supports_approval,8,1,0.954675018787384
LP001345,Gender_Female,-0.03806593641638756,0.03806593641638756,supports_decline,16,1,0.954675018787384
LP001345,Gender_Male,-0.011058889329433441,0.011058889329433441,supports_decline,18,1,0.954675018787384
LP001345,Married_No,0.019547956064343452,0.019547956064343452,supports_approval,17,1,0.954675018787384
LP001345,Married_Yes,0.002085454063490033,0.002085454063490033,supports_approval,22,1,0.954675018787384
LP001345,Dependents_0,0.19735825061798096,0.19735825061798096,supports_approval,10,1,0.954675018787384
LP001345,Dependents_1,0.06471774727106094,0.06471774727106094,supports_approval,14,1,0.954675018787384
LP001345,Dependents_2,0.855535089969635,0.855535089969635,supports_approval,2,1,0.954675018787384
LP001345,Dependents_3+,-0.04635469987988472,0.04635469987988472,supports_decline,15,1,0.954675018787384
LP001345,Education_Graduate,-0.24603089690208435,0.24603089690208435,supports_decline,9,1,0.954675018787384
LP001345,Education_Not Graduate,-0.008095111697912216,0.008095111697912216,supports_decline,19,1,0.954675018787384
LP001345,Self_Employed_No,0.0037471232935786247,0.0037471232935786247,supports_approval,20,1,0.954675018787384
LP001345,Self_Employed_Yes,0.0028451026882976294,0.0028451026882976294,supports_approval,21,1,0.954675018787384
LP001345,Property_Area_Rural,0.10360295325517654,0.10360295325517654,supports_approval,13,1,0.954675018787384
LP001345,Property_Area_Semiurban,-0.3958495557308197,0.3958495557308197,supports_decline,5,1,0.954675018787384
LP001345,Property_Area_Urban,-0.120294488966465,0.120294488966465,supports_decline,11,1,0.954675018787384
LP001349,ApplicantIncome,0.03532295674085617,0.03532295674085617,supports_approval,13,1,0.9505131244659424
LP001349,CoapplicantIncome,1.5145138502120972,1.5145138502120972,supports_approval,1,1,0.9505131244659424
LP001349,LoanAmount,0.03286844491958618,0.03286844491958618,supports_approval,14,1,0.9505131244659424
LP001349,Loan_Amount_Term,-0.03214952349662781,0.03214952349662781,supports_decline,15,1,0.9505131244659424
LP001349,Credit_History,0.5159997344017029,0.5159997344017029,supports_approval,4,1,0.9505131244659424
LP001349,Total_Income,-1.1982810497283936,1.1982810497283936,supports_decline,2,1,0.9505131244659424
LP001349,DTI,0.21765351295471191,0.21765351295471191,supports_approval,5,1,0.9505131244659424
LP001349,Gender_Female,-0.019996624439954758,0.019996624439954758,supports_decline,18,1,0.9505131244659424
LP001349,Gender_Male,-0.008546847850084305,0.008546847850084305,supports_decline,19,1,0.9505131244659424
LP001349,Married_No,0.04154028370976448,0.04154028370976448,supports_approval,12,1,0.9505131244659424
LP001349,Married_Yes,-0.002794661559164524,0.002794661559164524,supports_decline,22,1,0.9505131244659424
LP001349,Dependents_0,-0.055301133543252945,0.055301133543252945,supports_decline,10,1,0.9505131244659424
LP001349,Dependents_1,0.20565474033355713,0.20565474033355713,supports_approval,6,1,0.9505131244659424
LP001349,Dependents_2,-0.12268297374248505,0.12268297374248505,supports_decline,7,1,0.9505131244659424
LP001349,Dependents_3+,-0.03004511259496212,0.03004511259496212,supports_decline,16,1,0.9505131244659424
LP001349,Education_Graduate,0.06269628554582596,0.06269628554582596,supports_approval,9,1,0.9505131244659424
LP001349,Education_Not Graduate,0.003913714084774256,0.003913714084774256,supports_approval,20,1,0.9505131244659424
LP001349,Self_Employed_No,0.027992870658636093,0.027992870658636093,supports_approval,17,1,0.9505131244659424
LP001349,Self_Employed_Yes,-0.003045369405299425,0.003045369405299425,supports_decline,21,1,0.9505131244659424
LP001349,Property_Area_Rural,0.06727863103151321,0.06727863103151321,supports_approval,8,1,0.9505131244659424
LP001349,Property_Area_Semiurban,0.8744493126869202,0.8744493126869202,supports_approval,3,1,0.9505131244659424
LP001349,Property_Area_Urban,0.05015713348984718,0.05015713348984718,supports_approval,11,1,0.9505131244659424
LP001350,ApplicantIncome,1.6702052354812622,1.6702052354812622,supports_approval,1,1,0.8243836164474487
LP001350,CoapplicantIncome,-0.7214747667312622,0.7214747667312622,supports_decline,2,1,0.8243836164474487
LP001350,LoanAmount,0.1680549681186676,0.1680549681186676,supports_approval,7,1,0.8243836164474487
