application_id,prediction,approval_probability,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Total_Income,DTI,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP001280,1,0.99096304,-0.51254034,1.2559528,0.5620773,-0.017622016,0.6474665,0.6428229,0.13831858,-0.016453432,-0.00827508,-0.02770375,0.00012360513,-0.010952359,0.17063655,0.5663031,-0.016321514,-0.3112653,-0.016274303,0.043696262,0.0005039843,0.12887777,0.6616484,0.03823297
LP001282,1,0.9804952,-0.4930831,1.1230496,0.4036496,0.016444974,0.6604587,0.1106486,0.07703408,0.0036660295,-0.00059602223,0.048773684,0.024428913,0.001025137,0.15082228,-0.054357484,-0.014635738,0.0641461,0.0034678224,0.084365286,0.004085433,0.09534061,0.7920158,0.038550425
LP001289,0,0.18197367,1.2347853,-0.7281022,-0.6613192,-0.050678693,0.5265986,-1.714148,-0.01256859,-0.05278794,-0.013404133,0.014328791,-0.004879215,-0.31556633,0.034703545,-0.12595773,-0.058914013,0.1433832,0.0052739023,-0.03463607,-0.007953443,0.102955624,-0.47828868,-0.083951615
LP001310,1,0.9741449,0.2851493,1.3722565,-0.34768242,-0.031293996,0.55521166,-0.15837324,0.1884691,-0.016771847,-0.007878846,0.026438339,0.0075199967,-0.09053342,0.17011184,-0.12512946,-0.030446297,0.058343124,0.0037355083,0.06446859,0.004359425,0.06394542,0.80396837,0.05508699
LP001316,1,0.9866362,-0.48127186,1.060185,0.37065756,0.005433018,0.63625187,0.68042666,0.080726,-0.014268177,-0.007306584,-0.023155378,0.0004336407,0.020851562,0.20830625,-0.07779067,-0.028652376,0.14309481,0.00406241,0.045094244,0.0025421048,0.07285095,0.78015417,0.045029446
LP001318,1,0.99514765,0.784836,1.4778264,-0.3661907,0.53671825,0.5339863,-0.81532216,0.505525,-0.012936326,-0.006849107,0.02622991,0.004472214,0.08241679,0.22426158,0.6975161,-0.02546561,0.082241714,0.0054739485,0.08514229,0.006559593,0.1134024,0.58087456,0.02462007
LP001319,1,0.96544105,-0.5313564,1.2536728,0.5116057,-0.015971553,0.6166231,0.42348218,0.33884755,-0.039661534,-0.009979354,-0.03376747,-0.0008826752,0.03813719,0.09153223,0.5593248,-0.020287164,-0.40497828,-0.024557715,0.03819449,0.0009984965,0.12906852,-0.31868145,-0.049542043
LP001322,1,0.89603674,-0.3743135,-0.965253,0.25230822,0.0044598924,0.6046474,0.5295295,0.04159421,-0.035463974,-0.009766103,-0.051149517,-0.010247718,-0.018015983,0.13965932,-0.049260624,-0.012697178,0.16365114,0.013785331,0.09537631,0.0062561305,0.076406665,0.9105098,0.0638325
LP001325,1,0.9574569,-0.30899614,-1.0473347,0.7628784,0.47168246,0.5298822,1.0965458,0.5175539,-0.077020146,-0.016267695,-0.06399044,-0.009783706,-0.057268973,0.094025336,-0.04564147,-0.00288643,-0.6473779,-0.061900288,0.083452985,0.006968772,0.07888711,0.96813023,0.06412799
LP001326,0,0.48639637,0.95693016,-0.83256584,0.1631392,-0.033886448,0.55740076,-0.9020727,-0.0022400015,-0.06264141,-0.017653486,0.011554141,0.0059099775,-0.23215002,0.03202984,-0.12950115,-0.05737497,0.19379175,0.018780988,-0.03170745,-0.008350065,0.116543286,-0.5024812,-0.0759771
LP001327,1,0.9782,-0.48185438,1.07785,0.30762663,0.010104528,0.60791034,0.17194033,0.009624228,0.03865891,0.0102269165,0.023935629,0.007876466,0.011437947,0.1964516,-0.079955444,-0.009931394,0.131826,0.0019164402,0.08625767,0.0025421048,0.10437512,0.7674431,0.029444447
LP001333,1,0.9949827,-1.2321308,0.3160164,0.6208224,0.02018481,0.6824841,2.4834309,0.16050532,-0.022648014,-0.015308886,0.25471255,0.04152812,-0.053218067,0.107549526,-0.04438659,-0.0149949975,0.13140485,0.009243511,0.07194777,0.0065852813,0.1089983,0.8206974,0.058331087
LP001334,1,0.85463756,-0.312063,-1.0981048,0.40342435,0.3641709,0.5575394,0.47743735,-0.056585215,-0.03359441,-0.0039255177,0.09141964,0.01604528,-0.005307253,0.086266965,-0.04869689,-0.0012034007,-0.5927883,-0.04978887,0.09187274,0.0066396203,0.07468943,0.9389411,0.0869632
LP001343,1,0.9531139,-2.2668774,1.5639207,0.32159775,0.0034071424,0.63163835,0.66596127,0.071948245,-0.014729328,-0.011910667,0.018475655,0.007876466,0.028524911,0.19238842,-0.077269465,-0.014977345,0.1360585,0.00406241,0.05282244,0.0039241742,0.054068714,0.8174932,0.04551222
LP001345,1,0.954675,-0.38239565,1.6347597,0.10505848,0.35859317,0.53217584,-0.64020616,0.27773842,-0.038065936,-0.011058889,0.019547956,0.002085454,0.19735825,0.06471775,0.8555351,-0.0463547,-0.2460309,-0.008095112,0.0037471233,0.0028451027,0.10360295,-0.39584956,-0.12029449
LP001349,1,0.9505131,0.035322957,1.5145139,0.032868445,-0.032149523,0.51599973,-1.198281,0.21765351,-0.019996624,-0.008546848,0.041540284,-0.0027946616,-0.055301134,0.20565474,-0.122682974,-0.030045113,0.062696286,0.003913714,0.02799287,-0.0030453694,0.06727863,0.8744493,0.050157133
LP001350,1,0.8243836,1.6702052,-0.72147477,0.16805497,-0.04263157,0.57989013,-0.5904745,-0.03250708,-0.052850407,-0.01726841,0.017897284,0.0010841071,-0.16444086,0.077485755,-0.12585631,-0.060053352,0.15489987,0.0073585515,0.065778956,0.0016674508,0.19491816,-0.46551216,0.10206949
LP001356,1,0.9536159,-0.0940576,1.5905018,0.37054846,-0.0190381,0.5868689,-1.3313798,0.037268884,-0.01702458,-0.0091947615,0.015415409,0.00077393174,-0.057494108,0.1660681,-0.12998955,-0.030335503,0.058869205,0.004180469,-0.0014041598,-0.006086138,0.08898508,0.9736263,0.048106402
LP001357,1,0.81683904,-0.3330876,0.5697049,-0.054723583,0.013597253,0.6369774,0.15573332,-0.1780709,-0.039382167,-0.0034836992,0.02930378,0.016380908,-0.062206544,0.067449346,-0.05182845,-0.02944688,0.16114235,0.006387654,0.07125591,0.00534056,0.1251423,-0.34875262,-0.040449597
LP001367,1,0.9047208,-0.54905176,0.5397047,0.32314134,0.009026837,0.65506655,0.72080743,0.05075262,-0.037345342,-0.01477297,0.07821719,0.013363178,0.08915119,-0.3085051,-0.054829955,-0.02299133,0.08235897,0.0069671576,0.077989094,0.0064214915,0.087722965,-0.24273305,-0.037741262
LP001369,1,0.9508789,1.4320481,0.10437647,-0.7389573,-0.04421466,0.6115889,-0.67286426,0.15186568,-0.02883677,-0.008363517,0.009238516,0.00087145413,0.26908562,0.102166645,0.81805354,-0.055893373,0.092118554,0.004292061,0.079640016,0.00789777,0.1787978,-0.2555227,0.12761377
LP001370,0,0.28968447,1.2216004,-0.9891817,0.23130189,-0.060180902,0.5042464,-0.96515846,0.22281095,-0.048460167,-0.013135416,0.008483529,0.005409434,-0.31116807,0.031120853,-0.13276167,-0.056915544,-0.48643896,-0.022319121,-0.034110982,-0.0050152885,-0.26897752,-0.54203016,0.035868917
LP001379,0,0.019801956,-0.60463953,1.3509336,-0.80306184,-0.08470991,-3.8365517,-0.9490306,-0.13824773,-0.029428694,-0.00567712,-0.064115666,-0.009524496,0.16364093,0.09221001,0.6669976,-0.114008404,0.038150992,0.0024228627,-0.018593,-0.0068501625,0.08500166,-0.3987885,-0.016199986
LP001384,1,0.9549627,-0.639598,0.3741117,0.4060085,-0.8764436,0.60880584,1.5652301,-0.01557103,-0.015280152,-0.015505718,0.26864955,0.04343806,0.123431265,0.063738026,-0.047500342,0.08389451,-0.43596813,-0.027722036,0.06009013,0.0062561305,0.09581912,0.61716866,0.03303383
LP001385,1,0.92219335,0.72386724,-0.9259697,0.17191042,-0.0075804694,0.5776731,1.2988986,0.029621346,-0.05577468,-0.013687851,0.114150114,0.008397971,-0.13469249,0.05411577,-0.09581371,-0.04699113,0.2967227,0.022946524,0.033488616,0.0024747285,0.106710635,-0.40685967,-0.05917658
LP001387,1,0.98856914,-0.45538276,0.9906737,0.30895767,0.0072826734,0.63254046,0.95667464,0.046396274,0.053780437,0.022686005,-0.030146899,0.0014396874,0.016991906,0.21014163,-0.07699935,-0.02065142,0.15448345,0.0022311783,0.05433637,0.0025421048,0.09095287,0.6829513,0.029964557
LP001391,0,0.01999283,-0.449063,1.8881061,-0.066330165,-0.11680157,-3.7771692,-1.0732769,0.01074627,-0.02230599,-0.0042376965,-0.065201774,-0.011064399,-0.10401898,0.08922064,-0.09265292,-0.11069024,-0.1489989,-0.010644216,-0.015039801,-0.0067206733,-0.11202605,-0.48018634,0.008073155
LP001392,1,0.9321767,1.5457665,-0.6249326,0.37759876,-0.038709726,0.5315783,-0.40578437,0.03578033,0.10240855,0.010481919,-0.02435611,0.006272968,0.26230893,-0.43976232,-0.12469935,-0.040959567,0.09268832,0.006560122,-0.053742062,0.01139473,0.1356888,0.52289873,-0.045958098
LP001398,1,0.9562239,0.2889795,-0.9182261,0.2667613,-0.009066876,0.558841,0.6395005,0.053636543,-0.02911145,-0.012566708,0.13764602,0.008119568,0.00031404116,0.13613369,-0.099426344,-0.015232442,0.23230304,0.022946524,0.0671419,0.0034181636,0.110506244,0.81686056,0.046330348
LP001401,1,0.90771437,1.9220372,-0.6010419,-0.2889713,0.84359604,0.5120288,-0.7605018,0.52392656,-0.024011785,-0.008528446,0.021663157,0.005812642,0.26691672,-0.39825657,-0.09957116,-0.065615766,0.13261089,0.0067058424,0.08319337,0.0047248006,-0.33900023,-0.18793659,-0.04183642
LP001404,1,0.9803074,-0.4897071,0.926522,-0.0442729,0.006309524,0.6168058,0.9398764,0.012237122,0.036074094,0.022686005,-0.0350639,0.00083474244,0.016991906,0.2629243,-0.07699935,-0.02065142,0.15448345,0.0019644233,0.05111426,0.0025421048,0.08546001,0.633216,0.026177226
LP001405,1,0.97164345,-0.6954499,0.5195651,0.36537895,0.027898474,0.67578536,1.837193,0.065922454,-0.04475653,-0.015993752,0.15689331,0.019799957,0.117159985,-0.2024562,-0.04744965,-0.023687242,0.090541594,0.009243511,0.063449636,0.0064214915,0.09445956,-0.24677692,-0.017105918
LP001421,0,0.15331005,0.2414655,0.34127608,-0.49667624,-0.034108445,0.54450905,-1.9225765,-0.044821594,-0.019582825,-0.0065861107,0.011473465,0.00077393174,-0.2589464,0.06705948,-0.13686076,-0.065901764,0.05616247,0.0033442746,-0.03470407,-0.008149313,-0.2838411,-0.47821984,0.0379442
LP001422,1,0.6245342,1.276797,-0.65970725,-0.7447248,-0.038378038,0.53533137,-0.78675497,0.010251951,0.17786562,0.04469381,0.023055723,-0.004879215,-0.236961,0.04152933,-0.11557617,-0.059154514,0.13067456,0.005634207,0.11596678,0.005354948,0.16185439,-0.2966598,0.14453094
LP001426,0,0.17891909,0.2668744,0.5994599,-0.46559724,-0.053337444,0.5370703,-2.196356,-0.009372578,-0.019582825,-0.0065861107,0.011473465,0.0074036927,-0.2469825,0.06689755,-0.12887423,-0.06536883,0.05616247,0.0033442746,-0.028624117,-0.008149313,-0.21229063,-0.44761667,0.038269717
LP001430,1,0.9372489,-0.38669154,-0.9400306,0.5941324,-0.033415705,0.58250475,0.44058922,0.4112416,0.06489752,0.027090706,-0.04094543,-0.010469858,-0.0035594003,0.15161592,-0.045356605,-0.015022529,0.15149033,0.0116413515,0.10380772,0.0065852813,0.084054716,0.73891807,0.03260128
LP001431,1,0.74672264,-0.55461013,1.9568678,0.2902984,-0.07130796,-3.1661954,-0.30925173,0.57617253,0.09965277,0.011637343,0.20105515,0.023759518,0.0151426615,0.15491545,-0.07614623,-0.067608066,0.047874946,0.0045003593,0.12822895,0.0070147514,0.08695343,0.9644736,-0.020314137
LP001432,1,0.989581,-0.51029766,-0.9544217,0.34539118,0.03752692,0.68286157,2.1139958,0.04538937,-0.03385492,-0.007151236,0.20436184,0.024286801,0.11032969,0.10357972,0.27323964,-0.013536011,0.18549152,0.016061684,0.054707028,0.0042180093,0.10613168,0.89024955,0.09700039
LP001439,1,0.68595314,-0.34263477,1.0840634,-0.64601016,-0.004003062,0.6045941,0.2842795,-0.018408075,-0.021316478,-0.005403429,-0.0030054753,-0.00017130453,-0.06045065,0.10213242,-0.07194866,-0.056081757,-0.2561601,-0.013161918,0.015231889,0.0019727838,-0.22734159,-0.41190058,0.04889505
LP001443,1,0.84172654,-0.4004637,-1.0669441,0.25473514,-0.0014275553,0.6002658,1.6275539,0.032449514,0.25215712,0.071033806,-0.030663647,-0.010247718,-0.09577753,0.058972463,-0.043047972,-0.031427603,0.18043771,0.013767721,0.053739898,0.0053565833,-0.2013709,-0.39813682,0.022073234
LP001448,1,0.68360615,1.8832301,-0.5979573,-0.7555334,-0.07084703,0.4331842,-1.8844362,0.42798698,-0.029124588,-0.008369906,-0.020237437,0.0013792494,0.24422035,0.11832562,-0.104373224,0.66106343,0.16127189,0.005462035,0.040666778,0.0043413104,-0.31180063,-0.15873608,-0.04741648
LP001449,1,0.94331586,-0.36296007,0.59458065,0.20374943,-0.0051282197,0.6299435,1.205622,0.05126415,-0.03218418,-0.008814671,0.10996946,0.008069829,-0.03776295,0.1374476,-0.08015778,-0.05159316,0.20124565,0.006786266,0.038246423,0.002732323,-0.23046294,-0.37047642,0.023693284
LP001451,0,0.16854097,1.114663,0.99307317,-0.12440091,0.8378095,-3.4304583,-1.1151195,0.42294008,-0.028441556,-0.0030551166,-0.009694689,0.00021241745,0.13371459,-0.33032566,-0.09309644,-0.11507919,0.05929824,0.006970242,-0.5056672,-0.039227337,0.065565266,-0.26753172,0.053752705
LP001465,0,0.22359881,0.3205173,0.41007635,-0.45856878,-0.05600883,0.5417926,-1.7874926,-0.008726559,-0.019582825,-0.0065861107,0.017057346,0.009218633,-0.25061616,0.06689755,-0.12181919,-0.064620525,0.05616247,0.0033442746,-0.009897787,-0.008149313,-0.21835026,-0.47582808,0.038269717
LP001469,0,0.3756034,2.0302765,-0.60029507,-0.6327296,-0.6457414,0.4659018,-1.4694179,-0.08810707,-0.05287027,-0.008937471,0.067199655,-0.0014289514,-0.13996801,0.07474746,-0.11527488,-0.05958331,0.12997085,0.005853269,-0.17957632,-0.018157667,0.17802142,-0.29222348,0.06599408
LP001473,1,0.8842748,-1.3845003,1.1075305,0.40753257,-0.0033378503,0.5923082,0.8369751,0.11429836,-0.06310888,-0.017551463,-0.09732974,-0.020633087,-0.0477681,0.09120279,-0.057976212,-0.023490336,0.07789672,0.0069671576,0.08791699,0.0053317263,0.0634252,-0.37086102,-0.04937376
LP001478,1,0.944634,-0.5103516,-0.9213616,0.35929063,0.02367651,0.6173023,1.3592453,0.043139692,-0.08443893,-0.017468374,-0.14787458,-0.0301604,-0.078258075,0.10994715,-0.046402,-0.013713955,0.19987231,0.016061684,0.06920848,0.0062561305,0.098974004,0.957013,0.048779696
LP001482,1,0.95721805,-0.5886856,-0.8474595,0.69052666,0.44000137,0.5657855,0.9759339,0.48766118,-0.04959921,-0.009066148,0.13949795,0.021304818,-0.055410355,0.09722109,-0.046568323,-0.015857495,0.2143216,0.023696817,-0.60598797,-0.07522952,0.05698819,0.8309272,0.07981863
LP001487,1,0.90933853,0.12972772,-0.9962426,0.28165957,-0.04157101,0.5331345,-0.029659968,0.06956569,-0.02710338,-0.0042281775,0.077608675,0.008119568,-0.00791903,0.16592018,-0.10015437,-0.013471584,0.2053503,0.021133807,0.07757663,0.0034181636,0.13055763,0.9999517,0.04411672
LP001488,1,0.50040144,-0.56781465,1.6620609,-1.3896942,-0.025561411,0.461583,-1.5492758,-0.046210647,-0.022100253,-0.0055457866,-0.013824026,0.00538392,-0.012922838,0.19694981,-0.10598605,0.2742047,0.0785424,0.0029606703,0.05620596,0.004252903,0.059158124,0.20308003,-0.041935623
LP001489,0,0.27208766,-0.42462844,-1.2913295,0.24629731,-0.04398778,0.57252747,-0.45186532,0.066626,0.08777128,0.021805169,0.012916311,0.012749863,-0.058275696,0.06760375,-0.047497194,-0.039253946,0.17328832,0.01117862,0.056654774,0.0042756516,-0.31971115,-0.4404092,0.021112116
LP001491,1,0.9514018,-0.6934277,1.552069,0.38024902,-0.023711625,0.59558976,-0.57559025,0.35752156,-0.036552124,-0.004416103,0.030208634,-0.001888722,0.16194637,0.11101119,0.8226311,-0.05316906,0.04929612,0.0031433008,-0.098650016,0.0044981176,0.07715314,-0.35087427,-0.11078053
LP001492,0,0.15518752,1.4978601,-0.65778756,-0.62258154,-0.111668125,-3.2038748,-0.87515736,0.119326614,-0.0316142,-0.0070678033,0.25265548,0.025691975,-0.034323525,0.1687969,-0.08763707,-0.091005675,0.104678236,0.006814079,0.037989352,0.004600556,0.1567044,0.92760664,-0.05258115
LP001493,1,0.62390125,-0.55431193,0.17490938,0.07372341,-0.0071219536,0.6536614,0.17208055,0.044671133,-0.02830447,-0.009526479,-0.041423596,-0.000998746,0.04939733,0.07516177,0.523401,-0.05210421,-0.64810216,-0.02335434,0.018481229,0.0006942021,-0.3381596,-0.3700244,0.015296474
LP001497,0,0.49162966,-0.10351592,0.37956595,-0.598959,-0.022240909,0.5831024,-1.2114555,-0.04743728,-0.015217019,-0.0074712364,-0.009470117,-5.350969e-05,0.18027219,0.077447526,0.71734244,-0.06406839,0.06585624,0.004189098,-0.0365103,-0.008535475,-0.33808392,-0.3943485,0.038011514
LP001498,1,0.8879546,0.73178893,-0.8595946,-0.24300762,-0.007978855,0.5690339,1.2438294,0.009915389,-0.05200568,-0.013687851,0.12640674,0.008397971,-0.13469249,0.061528306,-0.09379579,-0.0472459,0.28260732,0.020760573,0.031287882,0.0019857597,0.102795176,-0.37826648,-0.068141505
LP001504,1,0.9701295,1.5744413,-0.6161975,-0.32653072,0.55630004,0.5047048,0.04782228,-0.05345171,-0.02001617,-0.0041268454,-0.022174442,-0.0042249225,-0.13767804,0.15602759,-0.10795129,-0.031620447,0.20202196,0.017714107,-0.05719164,-0.0053152987,0.092996545,0.8505703,0.08634342
LP001507,1,0.9797671,-0.4335583,1.1083114,0.3691694,0.008925028,0.6590393,0.0591682,0.048194796,-0.011850925,-0.0061773015,0.040211614,0.007876466,0.009373596,0.191806,-0.058133338,-0.011731819,0.09418653,0.0034678224,0.0824364,0.0025421048,0.10583685,0.7969961,0.03581931
LP001508,1,0.9761481,1.6564187,-0.6314752,-0.3617181,0.6716724,0.5500766,-0.56931835,0.40984228,-0.032660306,-0.009203792,0.0189491,0.011334792,0.30599362,0.07214523,0.7200383,-0.055132415,0.16465925,0.007097076,0.10233205,0.008281261,0.15741782,-0.32151088,0.058413513
LP001514,1,0.96194977,-0.6613177,1.6011823,0.4399683,-0.042217214,0.5710013,-1.0400947,0.39985114,0.06994829,0.015709369,0.030088319,0.0069867233,-0.018000979,0.19554457,-0.10778554,-0.02736275,0.046737976,0.0026448765,0.013832707,-0.00607205,0.08082999,0.836533,0.043951046
LP001516,1,0.9885661,1.831428,-0.67994833,0.31261885,-0.06073139,0.6122587,-0.2993758,0.42601767,0.17516361,0.049585547,0.002802433,0.0003729693,0.25559857,0.0913603,0.8223726,-0.057362255,0.11184909,0.0071394886,0.09428225,0.0042102737,0.23409672,-0.34404656,0.091884136
LP001518,1,0.9572329,-2.2729447,0.49686405,0.62585646,0.010390663,0.61068916,2.6021383,0.3172792,-0.043865293,-0.016538085,0.20149317,0.025059495,0.14155272,-0.21662037,-0.043425135,-0.026632925,0.103242405,0.009243511,0.058832653,0.0067506423,0.08650547,-0.29889563,-0.046788603
LP001519,0,0.24414763,0.91131043,0.12370828,-0.7680026,-0.06083304,0.5408539,-1.8181474,-0.006323462,0.06921761,0.017946975,0.033945322,-0.005241277,-0.23036796,0.08754885,-0.1155848,-0.06510994,0.075522855,0.0036817654,0.050612804,0.005120186,-0.33913475,-0.33154497,-0.087346956
LP001520,1,0.9795578,0.08076976,0.15459971,0.3058871,-0.024931896,0.6444001,0.6477862,0.08837061,-0.017385691,-0.011835983,-0.040372446,0.00077393174,-0.01242605,0.17503335,-0.08796455,-0.029409522,0.19305034,0.016128348,0.039968114,0.0034181636,0.13971326,0.8086445,0.017190926
LP001528,0,0.040919244,1.0213482,-0.88594466,0.14807689,-0.10710209,-3.897595,0.38102996,-0.0014192658,-0.029999351,-0.010865375,0.21520458,0.025691975,-0.1536906,0.05905993,-0.07042749,-0.13190435,0.16690315,0.01552611,-0.0017123322,0.000880041,-0.18927853,-0.5163599,0.030109448
LP001529,1,0.951354,-0.56107247,1.950853,0.037857283,0.009762641,0.6390042,0.5607376,0.06313469,-0.016860722,-0.0008990123,0.027616166,0.0068704193,-0.043789957,0.1401024,-0.08205459,-0.059001807,0.11103705,0.0031319913,-0.21383433,-0.047228936,-0.053508934,-0.3527751,0.07614221
LP001531,0,0.4062219,1.2059858,-0.7097311,-0.69691443,-0.04589218,0.53466773,-0.6754221,-0.020417782,-0.050578974,-0.013404133,0.019667603,-0.004879215,-0.30736935,0.03747041,-0.119256556,-0.058941454,0.14698836,0.0052739023,-0.0012933997,0.00020364072,0.102955624,-0.42124775,-0.0855651
LP001532,0,0.13220613,-0.70561546,-1.2186184,0.2717849,0.023964409,0.51204,1.0219271,-1.964479,-0.087634794,-0.056005232,0.21000394,0.029333679,0.21259464,0.025996745,0.21688509,-0.028298175,-0.60987747,-0.05238545,0.036048807,0.0033184616,-0.18077227,-0.3713827,0.05148385
LP001535,1,0.81817335,-0.46115223,-1.0842141,0.6055377,-0.0013461525,0.5934463,1.2779914,0.37751913,-0.14362845,-0.031442516,-0.09103598,-0.007411473,-0.12506256,0.04980538,-0.042221926,-0.024210878,0.2002479,0.016061684,0.063878395,0.0067506423,0.08946279,-0.45577163,-0.087277174
LP001536,1,0.78094834,1.7663145,-0.55673534,-0.8232736,1.1015043,-2.2933116,-1.0327249,0.6456837,-0.023585912,-0.0061044376,-0.065120414,0.00045890035,0.052099515,0.16981545,-0.073968925,0.77749616,0.16152585,0.008057887,0.053290144,0.0017436582,0.13352937,0.49894956,-0.0025368244
LP001541,1,0.834046,1.0269657,-0.8665213,-0.03316185,-0.02792424,0.5989712,0.64508015,0.02306844,-0.0187305,-0.008528446,-0.034610044,-0.0005519943,0.23137444,-0.35000676,-0.09122494,-0.060976036,0.20914884,0.018418558,0.010981479,0.0022399663,-0.23325405,-0.18914649,-0.015128458
LP001543,1,0.9238329,1.6377516,-0.6749518,-0.31387666,-0.057726786,0.5931253,0.37994534,0.07421064,-0.044880413,-0.009740546,0.029988173,0.006886425,0.3803243,-0.13767894,-0.114161864,-0.060123153,0.102061346,0.0052739023,0.027425963,0.00020364072,0.10197725,-0.2039479,-0.0045806
LP001546,1,0.95738715,-0.38733196,1.0970858,0.2771644,0.0066169696,0.5891831,0.94894826,0.051573317,-0.028171992,-0.00879904,0.11308365,0.007703791,-0.028271347,0.14576049,-0.07805709,-0.037097372,0.121679336,0.0035996786,0.055796172,0.0024617524,-0.21500987,-0.34386602,0.039904427
LP001552,1,0.85461557,-0.234502,2.0072424,-0.97698814,-0.022223264,0.5418715,-1.2186866,0.013930043,-0.014508955,-0.006038772,0.012322139,0.0062113614,-0.04336537,0.19964176,-0.10779633,-0.022418402,0.047920607,0.0029606703,0.09537627,0.004252903,0.077290185,0.6388584,-0.008175695
LP001560,1,0.9832145,-1.4968076,0.40539938,0.43873718,0.047684073,0.6858515,2.4390333,-0.08277297,-0.027470289,-0.016211763,0.28075957,0.041411813,-0.058499094,0.08018061,-0.047100827,-0.007351134,-0.40229607,-0.027722036,0.07087403,0.0062561305,0.10757178,0.79786736,0.056823906
LP001562,0,0.21086214,1.3012724,-0.70701295,-0.87040925,-0.05276175,0.5420783,-1.351422,-0.23516347,-0.058754787,-0.013019057,0.01586315,0.0010841071,-0.31013584,0.03187556,-0.12370466,-0.05925423,0.13994303,0.0052739023,-0.046503514,-0.007953443,0.114838704,-0.33591095,-0.07805456
LP001565,0,0.051017884,-0.5356881,0.17170371,0.32350492,-0.06801272,-4.2980986,0.5316152,-0.06411544,-0.0009113037,0.00038357195,-0.0837907,-0.001782421,0.042436913,-0.3391838,-0.041011818,-0.07692732,0.068018414,0.00650664,0.07870447,0.0030941288,0.05890066,0.5361075,-0.012762334
LP001570,1,0.8916993,-0.54836327,0.22255711,0.042939477,-0.013051449,0.663184,0.6980789,0.030555706,-0.015061023,-0.0057004886,-0.04575195,7.301016e-06,0.05109005,0.14812061,0.52542824,-0.05671177,0.19872014,0.006519511,0.022331104,0.0006942021,-0.3164518,-0.31163284,0.032619614
LP001572,1,0.9572118,1.2768406,-0.72823626,0.31937227,0.9102251,0.51327544,0.17140272,0.45836127,-0.04968337,-0.016861433,0.043635346,0.011728747,-0.2552242,0.031246955,-0.11224713,-0.052148286,0.17822129,0.008022992,0.050217383,0.0037600468,0.10352199,-0.44836736,-0.087397814
LP001574,1,0.5187555,-0.53342915,1.6645695,-0.49625975,-0.025461175,0.58666337,-1.3075122,-0.0191308,-0.021055302,-0.0051542306,0.008736923,-0.00017130453,-0.08907896,0.12840873,-0.10904044,-0.05997165,0.074395426,0.0022356082,-0.021013178,-0.0069705225,-0.11035264,-0.4411989,0.07775316
LP001577,0,0.27208766,-0.4145206,-1.2760801,0.21949258,-0.024035934,0.57844794,-0.42702305,0.019611036,0.088353515,0.023853356,0.012916311,0.012633559,-0.0591337,0.067117795,-0.0480458,-0.039033946,0.17318779,0.01117862,0.05640927,0.0042756516,-0.3226014,-0.4399411,0.0207866
LP001578,1,0.9771846,-0.47540632,1.963691,0.26465383,0.0054325433,0.6517437,0.7961811,0.058275998,-0.023726335,-0.008130246,-0.013773735,0.0068704193,-0.01708945,0.14585887,-0.07551341,-0.054951735,0.15573053,0.0035996786,0.025938056,0.003843822,-0.1118599,-0.39193982,0.06971717
LP001579,0,0.025846327,-0.71494895,-0.8500095,0.27936068,-0.8558531,-3.716781,0.39684182,-0.070251524,-0.074334815,-0.0076248916,0.09135792,-0.0019054599,-0.07459555,0.070392005,-0.04472942,-0.07202766,0.14298901,0.011731071,0.056945786,0.0030941288,0.06978019,0.9329115,0.020162556
LP001580,1,0.97151756,1.5175612,-0.65766263,-0.3859009,-0.035618864,0.6201344,-0.65348554,0.028255733,-0.018122153,-0.0068070907,0.015611464,0.0012629452,0.27258712,0.17080365,0.86121035,-0.029839367,0.12177089,0.0052739023,-0.028593421,-0.008616748,0.14385465,0.7548087,0.0629872
LP001581,1,0.948524,-1.5382551,1.2472843,0.48409745,0.045980796,0.64078647,1.8771635,0.04528039,-0.05996292,-0.014171861,0.19530761,0.03626858,-0.060140017,0.051022314,-0.049901754,-0.021511331,-0.26895788,-0.026518662,0.05206613,0.0050860127,-0.1647283,-0.38236097,0.041861415
LP001585,1,0.90764415,2.0185237,-0.55946004,-0.76538,0.2427724,0.43471643,-1.4190061,0.4821697,-0.0442584,-0.009582005,-0.014196516,0.004915569,0.22294721,0.10267176,-0.098866686,0.59790593,0.17388031,0.005853269,0.0689346,0.001335685,0.15156783,-0.14770432,0.05736918
LP001586,0,0.44580948,-0.5414811,-1.2474874,0.35005787,0.15518852,0.46597618,0.823336,-0.05808282,-0.08263995,-0.021685176,0.114676945,0.014463901,0.17441012,0.008719655,-0.04176932,0.15427081,-0.73841757,-0.060696915,0.044036105,0.005740073,-0.1647499,-0.41854832,0.06897126
LP001594,1,0.96349573,0.23541653,1.8526194,-0.27592298,-0.029485984,0.53664327,-0.9537747,0.16516867,-0.017481986,-0.007878846,0.02212736,0.007272901,-0.050762262,0.17250326,-0.11309053,-0.025625553,0.055448405,0.0043148748,0.10911312,0.006816645,0.07971482,0.7518045,-0.029896572
